Dialogue ID,Turn,Teacher,Student,Correct,Prob,KC Probs,Dialogue Acc.,KCs,Notes
1,6,Check your calculation of $200 + $150 + $150 = $350. Your total is not correct,"Oh, I see my mistake. The total cost of the desk is $350, since the opening bid was $200, the 3 bids added $50 each, and Carmen's bid added an additional $50, making the total $200 + $50 + $50 + $50 = $350.",False,0.1206,"0.1045, 0.1367",1.0000,"1) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1,7,No the equation 200 + 150 + 150 is correct - you need to revise the answer,"Yes, you're right. The total cost of the desk is $350, since the opening bid was $200, the 3 bids added $150, and Carmen's bid added an additional $150, making the total $200 + $150 + $150 = $350.",False,0.1084,0.1084,1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1,8,200 + 150 + 150 is 500 not 350,"Oh, I see my mistake. The total cost of the desk is $350, since the opening bid was $200, the 3 bids added $50 each, and Carmen's bid added an additional $50, making the total $200 + $50 + $50 + $50 = $350.",False,0.1543,"0.1777, 0.1299",1.0000,"1) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1,9,No the answer is $500 as $200 + $150 + $150 is $500,"Oh, I see my mistake. The total cost of the desk is $500, since the opening bid was $200, the 3 bids added $150 each, and Carmen's bid added an additional $150, making the total $200 + $150 + $150 = $500.",na,--,--,1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
2,1,Hi Scott - talk me through your answer,"I started by calculating the total interest she has to pay, which is 3,650 x 10/100 x 5 = $1825. Then I added the total interest to the original amount borrowed, which is 3,650 + 1,825 = $5475. Finally, I divided the total amount by the number of months, which is 5475/5 = $1095 per month.",na,--,--,0.0000,None,
2,2,"Lets try it from a different angel. Try $3,650 x 0.1 to calculate the interest","Oh, I see! Instead of multiplying 3,650 x 10/100, I could have multiplied 3,650 x 0.1 to get the same result. That makes it easier to calculate the total interest she has to pay, which is 3,650 x 0.1 x 5 = $1825. Then I would add the total interest to the original amount borrowed, which is 3,650 + 1,825 = $5475. Finally, I would divide the total amount by the number of months, which is 5475/5 = $1095 per month.",False,--,--,0.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
3) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
2,3,Slow down. What is £3650 x 0.1?,"£3650 x 0.1 = £365. So the total interest she has to pay is £365 x 5 = £1825. Then I would add the total interest to the original amount borrowed, which is £3650 + £1825 = £5475. Finally, I would divide the total amount by the number of months, which is £5475/5 = £1095 per month.",true,0.3320,"0.4102, 0.1768, 0.4102",0.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
3) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
2,4,The intrest rate is over the five months. The total is 0.1 so it doesn't need multiplying by 5. The interest is $365 which then needs to be added to the amount borrowed before being dividing by the amount of months,"Oh, I see! The interest rate is over the five months, so I don't need to multiply 0.1 by 5. The total interest she has to pay is 0.1 x 3,650 = $365. Then I would add the total interest to the original amount borrowed, which is 3,650 + 365 = $4,015. Finally, I would divide the total amount by the number of months, which is 4,015/5 = $803 per month.",true,0.2656,"0.2383, 0.2930",0.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
,,,,,,,,,
3,1,"Hi DeAndre, tell me your answer",5,na,--,--,1.0000,None,
3,2,How did you get there?,"Josh started with 3 balls and added 1 ball each week for 4 weeks, so he would be juggling 3+1+1+1+1 = 7 balls at the end of the fourth week. After dropping three balls, he was left with 7-3 = 4 balls. But two of the dropped balls were caught, so he got them back and had 4+2 = 6 balls. Since one ball was lost, he was left juggling with 6-1 = 5 balls.",true,--,--,1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
3,3,You've gone too far with this one. It's only asking how mnay he started juggling with,"Oh, right. He started with 3 balls. So he was juggling 3 balls at the beginning of the talent show.",False,0.3945,"0.3184, 0.4727",1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
3,4,"Yes, then adds 1 ball for each of the 4 weeks.",So he would be juggling 3+1+1+1+1 = 7 balls at the end of the fourth week.,true,0.5469,"0.5547, 0.5391",1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
3,5,And finally drops 3 making the total..,4 balls.,true,0.5273,"0.5078, 0.5469",1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
4,1,"Hi Cody, talk me through your solution","Sure. I started by figuring out how much money Billy had left to spend on candy. He had $10, and if he spent half his change on gumballs, he had $5 left to spend on candy and gumballs. He spent $0.05 x 40 = $2 on gumballs, so he had $5 - $2 = $3 left to spend on candy. Then I divided $3 by $1.5 per pound to get 2 pounds of candy. So, Billy bought 2 pounds of candy.",na,--,--,0.0000,None,
4,2,Okay - let's revisit this by starting with how much he spent on gumballs,"Sure. Billy spent $0.05 x 40 = $2 on gumballs. Then I subtracted that from the $10 his father gave him, so he had $5 - $2 = $3 left to spend on candy. Then I divided $3 by $1.5 per pound to get 2 pounds of candy. So, Billy bought 2 pounds of candy.",False,--,--,0.0000,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
4,3,Slow down. He spents $2 on gumballs. You need to / this by 0.5 to calculate the change,"Oh, okay. Billy spent $0.05 x 40 = $2 on gumballs. Then I divided that by 0.5 to get the change, which was $2/0.5 = $4. Then I subtracted that from the $10 his father gave him, so he had $10 - $4 = $6 left to spend on candy. Then I divided $6 by $1.5 per pound to get 4 pounds of candy. So, Billy bought 4 pounds of candy.",true,0.3184,"0.3184, 0.2734, 0.3652",0.0000,"1) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
,,,,,,,,,
5,1,Would you like to recheck your answer as it is slightly incorrect and see if you can see where you went wrong,"Yes, I would like to recheck my answer. I think I made a mistake when I subtracted 5 from both sides of the equation. I should have subtracted 3 instead. So the equation should be x + 5 = 12, and when I subtract 5 from both sides, the answer is x = 7. So Julia bought a package of 7 spoons.",False,--,--,0.5000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
3) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.
4) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
5) Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.
6) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
7) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
5,2,We know that her husband bought 5 and she used 3 how many would this leave us,"This would leave us with 5 spoons. Julia bought a package of 7 spoons, her husband gave her 5 spoons, and she used 3 spoons to sample her stew. So the total number of spoons is 7 + 5 - 3 = 9.",False,0.4062,"0.3535, 0.5039, 0.2988, 0.3984, 0.4707",0.5000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand subtraction as an unknown-addend problem. For example, subtract 10 – 8 by finding the number that makes 10 when added to 8.
3) Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).
4) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
5) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
5,3,She used three of the 5 how many left,"She used 3 of the 5 spoons her husband gave her, so there are 2 spoons left.",true,0.4375,"0.5742, 0.4980, 0.2910, 0.4512, 0.3770",0.5000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand subtraction as an unknown-addend problem. For example, subtract 10 – 8 by finding the number that makes 10 when added to 8.
3) Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).
4) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
5) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
5,4,"She used 3 from 5 snd at the end at 12 left , can you work this out","Yes, at the end there were 12 spoons left. We know that Julia bought a package of 7 spoons and her husband gave her 5 spoons. So the total number of spoons is 7 + 5 = 12. She used 3 of the 5 spoons her husband gave her, so there are 9 spoons left. Subtracting the 3 spoons she used to sample her stew, we get 12 - 3 = 9 spoons left.",False,0.3320,"0.3008, 0.3574, 0.3438, 0.3789, 0.2715",0.5000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand subtraction as an unknown-addend problem. For example, subtract 10 – 8 by finding the number that makes 10 when added to 8.
3) Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).
4) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
5) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
5,5,"Yes 12 left and she had used 3 from 5 , so would we need to take this from the 12","Yes, we need to take the 3 spoons she used to sample her stew from the 12 spoons left. That leaves us with 9 spoons left.",False,0.2852,"0.2734, 0.4023, 0.3379, 0.2109, 0.2002",0.5000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand subtraction as an unknown-addend problem. For example, subtract 10 – 8 by finding the number that makes 10 when added to 8.
3) Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).
4) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
5) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
5,6,.?,Is there anything else I can help you with?,na,--,--,0.5000,None,
5,7,She had 5 used 3 which leaves 2 take this from the 12,"Yes, she had 5 spoons from her husband, used 3 to sample her stew, and that leaves 2 spoons. Taking these 2 spoons from the 12 spoons left, we get 12 - 2 = 10 spoons left.",true,0.2773,"0.3320, 0.2793, 0.2871, 0.2930, 0.2021",0.5000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand subtraction as an unknown-addend problem. For example, subtract 10 – 8 by finding the number that makes 10 when added to 8.
3) Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).
4) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
5) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
5,8,The answer is 10 could you try to use the information you have to get this,"Yes, we know that Julia bought a package of 7 spoons and her husband gave her 5 spoons. So the total number of spoons is 7 + 5 = 12. She used 3 of the 5 spoons her husband gave her, so there are 2 spoons left. Subtracting the 2 spoons from the 12 spoons left, we get 12 - 2 = 10 spoons left.",true,0.3438,"0.3398, 0.5078, 0.3320, 0.2891, 0.2539",0.5000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand subtraction as an unknown-addend problem. For example, subtract 10 – 8 by finding the number that makes 10 when added to 8.
3) Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).
4) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
5) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
5,9,The answer is 10,"Yes, the answer is 10 spoons left.",na,--,--,0.5000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand subtraction as an unknown-addend problem. For example, subtract 10 – 8 by finding the number that makes 10 when added to 8.
3) Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 – 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).
4) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
5) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
,,,,,,,,,
