Dialogue ID,Turn,Teacher,Student,Correct,Prob,KC Probs,Dialogue Acc.,KCs,Notes
915,4,"Nearly there, by subtracting four you are discounting Javier fully. What do you need to minus from 24 instead?","To get the correct answer, I need to subtract 2 from 24, since Javier only has two legs. So the correct answer is 24 - 2 = 22.",true,0.3496,"0.3496, 0.3496",0.5000,"1) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.
2) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",
915,5,"Brilliant, well done. Can you explain to me what was wrong with your initial solution: The total number of legs in Javier's household is 2+4+6+8+4 = 24.","Yes, I can explain. I counted Javier's legs twice in my initial solution. I added both 2+2 and 2, when I should have just added 2+2 = 4 for Javier's legs. That's why I got the wrong answer of 24 instead of the correct answer of 22.",true,0.3477,"0.3203, 0.3770",0.5000,"1) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
2) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",
,,,,,,,,,
794,1,"Hi , could you please walk me through your solution?","Sure. I started by calculating the total amount paid for snacks, which is 6 x $150 = $900. Then I calculated the total amount paid for hardcover books, which is 6 x $30 = $180. Lastly, I calculated the total amount paid for paperback books, which is 6 x $12 = $72. So, the total amount of money Niles collects is $900 + $180 + $72 = $1152.",na,--,--,1.0000,None,
794,2,"heidi, please note that the phrase "" $30 each for six hardcover books and $12 each for six paperback books. "" refers to the fact that cost of each book for each person is $30 (hardcover) and $12(paperback).","Oh, I see. So, the total amount of money Niles collects is 6 x $150 = $900 for snacks, plus 6 x $30 = $180 for hardcover books, and 6 x $12 = $72 for paperback books. So, the total amount of money Niles collects is $900 + $180 + $72 = $1152.",False,--,--,1.0000,"1) Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
4) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
794,3,"no you see, $180 and $72 are the cost for 6 books that is paid by one person.","Oh, I understand now. So, the total amount of money Niles collects is 6 x $150 = $900 for snacks, plus 6 people x $30 = $180 for hardcover books, and 6 people x $12 = $72 for paperback books. So, the total amount of money Niles collects is $900 + $180 + $72 = $1152.",False,0.2812,"0.2949, 0.2949, 0.2695, 0.2695",1.0000,"1) Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
4) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
794,4,"Then find the total cost per member: $180 + $72 + $150 = $402/member.
Now find the total amount of money by multiplying the cost per member by the number of members: $402/member * 6 members = $2412.","Yes, that's correct. The total amount of money Niles collects is 6 people x $150 = $900 for snacks, plus 6 people x $30 = $180 for hardcover books, and 6 people x $12 = $72 for paperback books. So, the total amount of money Niles collects is $900 + $180 + $72 = $2412.",False,0.1943,"0.2021, 0.2021, 0.2021, 0.1826, 0.1826",1.0000,"1) Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
4) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
5) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
818,1,"Hi Jordy, can you explain your answer?","Yes, I calculated that in one day, children watch 45 minutes x 4 = 180 minutes of television. In one week, they watch 180 x 7 = 1260 minutes of television. In two weeks, they watch 1260 x 2 = 2520 minutes of television. To convert minutes to hours, I divided by 60, so 2520 minutes = 2520/60 = 42 hours.",na,--,--,1.0000,None,
818,2,"OK, lets focus on the question. It tells us how many minutes each day the children watch TV. Can you find that?","Yes, the question states that children 6–11 years old spend 45 minutes each day watching television, so 45 minutes per day.",true,--,--,1.0000,"1) Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.",
818,3,"OK, so how many minutes per week?",45 minutes per day x 7 days = 315 minutes per week.,False,0.4902,"0.5000, 0.5000, 0.4688",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
3) Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.",
818,4,Check the question. It tells us how many days they watch TV.,"Oh, right. The question says they are allowed to watch television 4 days a week, so 45 minutes per day x 4 days = 180 minutes per week.",true,0.5781,"0.5625, 0.5938",1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.
2) Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.",
818,5,Can you finish the calculation?,"Yes, 180 minutes per week x 2 weeks = 360 minutes or 360/60 = 6 hours in two weeks.",true,0.6641,"0.6523, 0.6797",1.0000,"1) Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two column table. For example, know that 1 ft is 12 times as long as 1 in. Express the length of a 4 ft snake as 48 in. Generate a conversion table for feet and inches listing the number pairs (1, 12), (2, 24), (3, 36), ...
2) Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.",
,,,,,,,,,
1451,1,Would you like to check your answer one more time ?,"Yes, I would like to double check my answer.",na,--,--,0.6000,None,
1451,2,"Thank you, see if you come up with the same answer this time","Ken gave a total of 10 + 10 = 20 pencils to Manny and Nilo. Let x be the number of pencils Ken gave to Nilo. Then x + 10 is the number of pencils Ken gave to Manny. So x + (x + 10) = 20. Simplifying the equation, we get: 2x + 10 = 20. 2x = 10. x = 5. Therefore, Ken gave 5 + 10 = 15 pencils to Manny and Nilo. Thus, Ken kept 50 - 15 = 35 pencils. 35",na,--,--,0.6000,None,
1451,3,Did Manny and Milo both receive the same number of pencils,"No, Manny received 10 pencils and Nilo received 15 pencils.",na,--,--,0.6000,None,
1451,4,So if we know how many they each received how can we work out how many Ken kept,"Ken kept 50 pencils in total. He gave 10 pencils to Manny and 15 pencils to Nilo, so he kept 50 - 10 - 15 = 25 pencils.",False,--,--,0.6000,"1) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
2) Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.
3) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",
1451,5,How can we work out how many more pencils Milo had to Manny,"Nilo had 15 pencils and Manny had 10 pencils, so Nilo had 5 more pencils than Manny.",true,0.5156,"0.5312, 0.5000",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.",
1451,6,Could you show me how you worked this out,"We know that Manny had 10 pencils and Nilo had 15 pencils. To find out how many more pencils Nilo had than Manny, we subtract 10 from 15. 15 - 10 = 5. Therefore, Nilo had 5 more pencils than Manny.",na,--,--,0.6000,None,
1451,7,And how did you work this out,"I used the subtraction equation 15 - 10 = 5. 15 is the total number of pencils Nilo had, and 10 is the total number of pencils Manny had. So when we subtract 10 from 15, we get 5, which is the number of pencils Nilo had more than Manny.",true,0.4082,"0.4082, 0.4082",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
1451,8,So if Manny had 10 and Nilo had 10 more than Manny would you solution work ?,"Yes, my solution would still work. We would still subtract 10 from the total number of pencils Nilo had (which would be 20 in this case). 20 - 10 = 10. Therefore, Nilo would have 10 more pencils than Manny.",na,--,--,0.6000,None,
1451,9,Why would we subtract 10,"We subtract 10 because it is the total number of pencils Manny had. We are trying to find out how many more pencils Nilo had than Manny, so we need to subtract the number of pencils Manny had from the total number of pencils Nilo had.",true,0.3203,"0.3203, 0.3203",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
1451,10,So Ken has 50 gives Manny 10 how many would this leave him,Ken would have 50 - 10 = 40 pencils left after giving 10 pencils to Manny.,na,--,--,0.6000,None,
1451,11,"Correct so if had 40 and then gave nilo 10 more than he gave Manny how many c would Ken have left, show your reward i. ",Ken would have 40 - 10 - (10 + 10) = 40 - 30 = 10 pencils left after giving 10 pencils to Manny and 10 more pencils to Nilo.,False,0.3633,"0.3770, 0.3496",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
1451,12,Let’s assume after Manny Ken has 40 left. How many does he give to Nilo,"Ken would give Nilo 10 more pencils than he gave to Manny, so he would give Nilo 40 - 10 = 30 pencils.",na,--,--,0.6000,None,
1451,13,Which would be how many,Ken would give Nilo 30 pencils.,False,0.2344,"0.2451, 0.2227",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
1451,14,Is 30 10 more than the 10 he gave to Manny ?,"Yes, 30 is 10 more than the 10 pencils Ken gave to Manny.",na,--,--,0.6000,None,
1451,15,So is 10 more than 10 30?,"Yes, 10 more than 10 is 30.",False,0.2129,"0.2227, 0.2021",0.6000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
1451,16,Could you explain this by writing your answer down please,"Ken gave Manny 10 pencils and Nilo 10 more pencils than he gave to Manny. This means that Ken gave Nilo 10 + 10 = 30 pencils. So, 10 more than 10 is 30.",na,--,--,0.6000,None,
